I0716 21:34:11.900712 139718869898752 run.py:722] (val) algo matrix_chain_order step 0: {'s': 0.283447265625, 'score': 0.283447265625, 'examples_seen': 128, 'step': 0, 'algorithm': 'matrix_chain_order'}
I0716 21:44:10.341840 139718869898752 run.py:722] (val) algo matrix_chain_order step 6400: {'s': 0.99163818359375, 'score': 0.99163818359375, 'examples_seen': 526058, 'step': 6400, 'algorithm': 'matrix_chain_order'}
I0716 21:44:14.104674 139718869898752 run.py:722] (val) algo matrix_chain_order step 6450: {'s': 0.9915771484375, 'score': 0.9915771484375, 'examples_seen': 530112, 'step': 6450, 'algorithm': 'matrix_chain_order'}
I0716 21:44:18.075508 139718869898752 run.py:722] (val) algo matrix_chain_order step 6500: {'s': 0.9879150390625, 'score': 0.9879150390625, 'examples_seen': 534174, 'step': 6500, 'algorithm': 'matrix_chain_order'}
I0716 21:44:22.141405 139718869898752 run.py:722] (val) algo matrix_chain_order step 6550: {'s': 0.98760986328125, 'score': 0.98760986328125, 'examples_seen': 538226, 'step': 6550, 'algorithm': 'matrix_chain_order'}
I0716 21:44:26.086514 139718869898752 run.py:722] (val) algo matrix_chain_order step 6600: {'s': 0.99359130859375, 'score': 0.99359130859375, 'examples_seen': 542517, 'step': 6600, 'algorithm': 'matrix_chain_order'}
I0716 21:44:29.849100 139718869898752 run.py:722] (val) algo matrix_chain_order step 6650: {'s': 0.990478515625, 'score': 0.990478515625, 'examples_seen': 546671, 'step': 6650, 'algorithm': 'matrix_chain_order'}
I0716 21:44:33.716775 139718869898752 run.py:722] (val) algo matrix_chain_order step 6700: {'s': 0.9927978515625, 'score': 0.9927978515625, 'examples_seen': 550759, 'step': 6700, 'algorithm': 'matrix_chain_order'}
I0716 21:44:37.583394 139718869898752 run.py:722] (val) algo matrix_chain_order step 6750: {'s': 0.99127197265625, 'score': 0.99127197265625, 'examples_seen': 554853, 'step': 6750, 'algorithm': 'matrix_chain_order'}
I0716 21:44:41.332055 139718869898752 run.py:722] (val) algo matrix_chain_order step 6800: {'s': 0.99078369140625, 'score': 0.99078369140625, 'examples_seen': 558906, 'step': 6800, 'algorithm': 'matrix_chain_order'}
I0716 21:44:45.204704 139718869898752 run.py:722] (val) algo matrix_chain_order step 6850: {'s': 0.99017333984375, 'score': 0.99017333984375, 'examples_seen': 562957, 'step': 6850, 'algorithm': 'matrix_chain_order'}
I0716 21:44:49.413010 139718869898752 run.py:722] (val) algo matrix_chain_order step 6900: {'s': 0.9827880859375, 'score': 0.9827880859375, 'examples_seen': 567008, 'step': 6900, 'algorithm': 'matrix_chain_order'}
I0716 21:44:53.188022 139718869898752 run.py:722] (val) algo matrix_chain_order step 6950: {'s': 0.99261474609375, 'score': 0.99261474609375, 'examples_seen': 571289, 'step': 6950, 'algorithm': 'matrix_chain_order'}
I0716 21:44:56.956671 139718869898752 run.py:722] (val) algo matrix_chain_order step 7000: {'s': 0.99505615234375, 'score': 0.99505615234375, 'examples_seen': 575448, 'step': 7000, 'algorithm': 'matrix_chain_order'}
I0716 21:45:00.830343 139718869898752 run.py:722] (val) algo matrix_chain_order step 7050: {'s': 0.99200439453125, 'score': 0.99200439453125, 'examples_seen': 579539, 'step': 7050, 'algorithm': 'matrix_chain_order'}
I0716 21:45:04.716333 139718869898752 run.py:722] (val) algo matrix_chain_order step 7100: {'s': 0.9947509765625, 'score': 0.9947509765625, 'examples_seen': 583617, 'step': 7100, 'algorithm': 'matrix_chain_order'}
I0716 21:45:08.373277 139718869898752 run.py:722] (val) algo matrix_chain_order step 7150: {'s': 0.99212646484375, 'score': 0.99212646484375, 'examples_seen': 587678, 'step': 7150, 'algorithm': 'matrix_chain_order'}
I0716 21:45:12.239933 139718869898752 run.py:722] (val) algo matrix_chain_order step 7200: {'s': 0.99285888671875, 'score': 0.99285888671875, 'examples_seen': 591723, 'step': 7200, 'algorithm': 'matrix_chain_order'}
I0716 21:45:16.079420 139718869898752 run.py:722] (val) algo matrix_chain_order step 7250: {'s': 0.9864501953125, 'score': 0.9864501953125, 'examples_seen': 595781, 'step': 7250, 'algorithm': 'matrix_chain_order'}
I0716 21:45:19.799905 139718869898752 run.py:722] (val) algo matrix_chain_order step 7300: {'s': 0.9959716796875, 'score': 0.9959716796875, 'examples_seen': 600059, 'step': 7300, 'algorithm': 'matrix_chain_order'}
I0716 21:45:23.663833 139718869898752 run.py:722] (val) algo matrix_chain_order step 7350: {'s': 0.9918212890625, 'score': 0.9918212890625, 'examples_seen': 604225, 'step': 7350, 'algorithm': 'matrix_chain_order'}
I0716 21:45:27.317638 139718869898752 run.py:722] (val) algo matrix_chain_order step 7400: {'s': 0.98992919921875, 'score': 0.98992919921875, 'examples_seen': 608318, 'step': 7400, 'algorithm': 'matrix_chain_order'}
I0716 21:45:31.075754 139718869898752 run.py:722] (val) algo matrix_chain_order step 7450: {'s': 0.9910888671875, 'score': 0.9910888671875, 'examples_seen': 612400, 'step': 7450, 'algorithm': 'matrix_chain_order'}
I0716 21:45:34.797589 139718869898752 run.py:722] (val) algo matrix_chain_order step 7500: {'s': 0.99285888671875, 'score': 0.99285888671875, 'examples_seen': 616466, 'step': 7500, 'algorithm': 'matrix_chain_order'}
I0716 21:45:38.561033 139718869898752 run.py:722] (val) algo matrix_chain_order step 7550: {'s': 0.98883056640625, 'score': 0.98883056640625, 'examples_seen': 620522, 'step': 7550, 'algorithm': 'matrix_chain_order'}
I0716 21:45:42.451452 139718869898752 run.py:722] (val) algo matrix_chain_order step 7600: {'s': 0.9921875, 'score': 0.9921875, 'examples_seen': 624568, 'step': 7600, 'algorithm': 'matrix_chain_order'}
I0716 21:45:46.270968 139718869898752 run.py:722] (val) algo matrix_chain_order step 7650: {'s': 0.9949951171875, 'score': 0.9949951171875, 'examples_seen': 628853, 'step': 7650, 'algorithm': 'matrix_chain_order'}
I0716 21:45:49.899966 139718869898752 run.py:722] (val) algo matrix_chain_order step 7700: {'s': 0.98712158203125, 'score': 0.98712158203125, 'examples_seen': 633018, 'step': 7700, 'algorithm': 'matrix_chain_order'}
I0716 21:45:53.633005 139718869898752 run.py:722] (val) algo matrix_chain_order step 7750: {'s': 0.99432373046875, 'score': 0.99432373046875, 'examples_seen': 637118, 'step': 7750, 'algorithm': 'matrix_chain_order'}
I0716 21:45:57.149640 139718869898752 run.py:722] (val) algo matrix_chain_order step 7800: {'s': 0.98309326171875, 'score': 0.98309326171875, 'examples_seen': 641183, 'step': 7800, 'algorithm': 'matrix_chain_order'}
I0716 21:46:01.033457 139718869898752 run.py:722] (val) algo matrix_chain_order step 7850: {'s': 0.98980712890625, 'score': 0.98980712890625, 'examples_seen': 645252, 'step': 7850, 'algorithm': 'matrix_chain_order'}
I0716 21:46:04.704685 139718869898752 run.py:722] (val) algo matrix_chain_order step 7900: {'s': 0.99310302734375, 'score': 0.99310302734375, 'examples_seen': 649298, 'step': 7900, 'algorithm': 'matrix_chain_order'}
I0716 21:46:08.780038 139718869898752 run.py:722] (val) algo matrix_chain_order step 7950: {'s': 0.98895263671875, 'score': 0.98895263671875, 'examples_seen': 653333, 'step': 7950, 'algorithm': 'matrix_chain_order'}
I0716 21:46:12.454664 139718869898752 run.py:722] (val) algo matrix_chain_order step 8000: {'s': 0.994140625, 'score': 0.994140625, 'examples_seen': 657628, 'step': 8000, 'algorithm': 'matrix_chain_order'}
I0716 21:46:16.107483 139718869898752 run.py:722] (val) algo matrix_chain_order step 8050: {'s': 0.98773193359375, 'score': 0.98773193359375, 'examples_seen': 661777, 'step': 8050, 'algorithm': 'matrix_chain_order'}
I0716 21:46:19.946319 139718869898752 run.py:722] (val) algo matrix_chain_order step 8100: {'s': 0.99078369140625, 'score': 0.99078369140625, 'examples_seen': 665870, 'step': 8100, 'algorithm': 'matrix_chain_order'}
I0716 21:46:23.606875 139718869898752 run.py:722] (val) algo matrix_chain_order step 8150: {'s': 0.990478515625, 'score': 0.990478515625, 'examples_seen': 669942, 'step': 8150, 'algorithm': 'matrix_chain_order'}
I0716 21:46:27.389827 139718869898752 run.py:722] (val) algo matrix_chain_order step 8200: {'s': 0.9921875, 'score': 0.9921875, 'examples_seen': 673997, 'step': 8200, 'algorithm': 'matrix_chain_order'}
I0716 21:46:31.225550 139718869898752 run.py:722] (val) algo matrix_chain_order step 8250: {'s': 0.99322509765625, 'score': 0.99322509765625, 'examples_seen': 678045, 'step': 8250, 'algorithm': 'matrix_chain_order'}
I0716 21:46:35.051999 139718869898752 run.py:722] (val) algo matrix_chain_order step 8300: {'s': 0.9913330078125, 'score': 0.9913330078125, 'examples_seen': 682090, 'step': 8300, 'algorithm': 'matrix_chain_order'}
I0716 21:46:38.820051 139718869898752 run.py:722] (val) algo matrix_chain_order step 8350: {'s': 0.994140625, 'score': 0.994140625, 'examples_seen': 686373, 'step': 8350, 'algorithm': 'matrix_chain_order'}
I0716 21:46:42.450576 139718869898752 run.py:722] (val) algo matrix_chain_order step 8400: {'s': 0.9937744140625, 'score': 0.9937744140625, 'examples_seen': 690526, 'step': 8400, 'algorithm': 'matrix_chain_order'}
I0716 21:46:45.967638 139718869898752 run.py:722] (val) algo matrix_chain_order step 8450: {'s': 0.9842529296875, 'score': 0.9842529296875, 'examples_seen': 694616, 'step': 8450, 'algorithm': 'matrix_chain_order'}
I0716 21:46:49.718508 139718869898752 run.py:722] (val) algo matrix_chain_order step 8500: {'s': 0.99298095703125, 'score': 0.99298095703125, 'examples_seen': 698698, 'step': 8500, 'algorithm': 'matrix_chain_order'}
I0716 21:46:53.578002 139718869898752 run.py:722] (val) algo matrix_chain_order step 8550: {'s': 0.9945068359375, 'score': 0.9945068359375, 'examples_seen': 702745, 'step': 8550, 'algorithm': 'matrix_chain_order'}
I0716 21:46:57.451572 139718869898752 run.py:722] (val) algo matrix_chain_order step 8600: {'s': 0.9942626953125, 'score': 0.9942626953125, 'examples_seen': 706807, 'step': 8600, 'algorithm': 'matrix_chain_order'}
I0716 21:47:01.290795 139718869898752 run.py:722] (val) algo matrix_chain_order step 8650: {'s': 0.9932861328125, 'score': 0.9932861328125, 'examples_seen': 710854, 'step': 8650, 'algorithm': 'matrix_chain_order'}
I0716 21:47:04.881768 139718869898752 run.py:722] (val) algo matrix_chain_order step 8700: {'s': 0.9923095703125, 'score': 0.9923095703125, 'examples_seen': 715146, 'step': 8700, 'algorithm': 'matrix_chain_order'}
I0716 21:47:08.549940 139718869898752 run.py:722] (val) algo matrix_chain_order step 8750: {'s': 0.99334716796875, 'score': 0.99334716796875, 'examples_seen': 719294, 'step': 8750, 'algorithm': 'matrix_chain_order'}
I0716 21:47:12.361261 139718869898752 run.py:722] (val) algo matrix_chain_order step 8800: {'s': 0.99444580078125, 'score': 0.99444580078125, 'examples_seen': 723399, 'step': 8800, 'algorithm': 'matrix_chain_order'}
I0716 21:47:15.957279 139718869898752 run.py:722] (val) algo matrix_chain_order step 8850: {'s': 0.98785400390625, 'score': 0.98785400390625, 'examples_seen': 727465, 'step': 8850, 'algorithm': 'matrix_chain_order'}
I0716 21:47:19.696297 139718869898752 run.py:722] (val) algo matrix_chain_order step 8900: {'s': 0.99078369140625, 'score': 0.99078369140625, 'examples_seen': 731519, 'step': 8900, 'algorithm': 'matrix_chain_order'}
I0716 21:47:23.692700 139718869898752 run.py:722] (val) algo matrix_chain_order step 8950: {'s': 0.9952392578125, 'score': 0.9952392578125, 'examples_seen': 735576, 'step': 8950, 'algorithm': 'matrix_chain_order'}
I0716 21:47:27.492566 139718869898752 run.py:722] (val) algo matrix_chain_order step 9000: {'s': 0.99090576171875, 'score': 0.99090576171875, 'examples_seen': 739617, 'step': 9000, 'algorithm': 'matrix_chain_order'}
I0716 21:47:31.240080 139718869898752 run.py:722] (val) algo matrix_chain_order step 9050: {'s': 0.99517822265625, 'score': 0.99517822265625, 'examples_seen': 743910, 'step': 9050, 'algorithm': 'matrix_chain_order'}
I0716 21:47:35.170989 139718869898752 run.py:722] (val) algo matrix_chain_order step 9100: {'s': 0.9945068359375, 'score': 0.9945068359375, 'examples_seen': 748062, 'step': 9100, 'algorithm': 'matrix_chain_order'}
I0716 21:47:38.940786 139718869898752 run.py:722] (val) algo matrix_chain_order step 9150: {'s': 0.98272705078125, 'score': 0.98272705078125, 'examples_seen': 752168, 'step': 9150, 'algorithm': 'matrix_chain_order'}
I0716 21:47:42.447326 139718869898752 run.py:722] (val) algo matrix_chain_order step 9200: {'s': 0.99395751953125, 'score': 0.99395751953125, 'examples_seen': 756246, 'step': 9200, 'algorithm': 'matrix_chain_order'}
I0716 21:47:46.378779 139718869898752 run.py:722] (val) algo matrix_chain_order step 9250: {'s': 0.99139404296875, 'score': 0.99139404296875, 'examples_seen': 760304, 'step': 9250, 'algorithm': 'matrix_chain_order'}
I0716 21:47:50.196364 139718869898752 run.py:722] (val) algo matrix_chain_order step 9300: {'s': 0.99468994140625, 'score': 0.99468994140625, 'examples_seen': 764357, 'step': 9300, 'algorithm': 'matrix_chain_order'}
I0716 21:47:54.191952 139718869898752 run.py:722] (val) algo matrix_chain_order step 9350: {'s': 0.994873046875, 'score': 0.994873046875, 'examples_seen': 768397, 'step': 9350, 'algorithm': 'matrix_chain_order'}
I0716 21:47:57.920218 139718869898752 run.py:722] (val) algo matrix_chain_order step 9400: {'s': 0.98974609375, 'score': 0.98974609375, 'examples_seen': 772678, 'step': 9400, 'algorithm': 'matrix_chain_order'}
I0716 21:48:01.598937 139718869898752 run.py:722] (val) algo matrix_chain_order step 9450: {'s': 0.98895263671875, 'score': 0.98895263671875, 'examples_seen': 776835, 'step': 9450, 'algorithm': 'matrix_chain_order'}
I0716 21:48:05.108551 139718869898752 run.py:722] (val) algo matrix_chain_order step 9500: {'s': 0.991943359375, 'score': 0.991943359375, 'examples_seen': 780931, 'step': 9500, 'algorithm': 'matrix_chain_order'}
I0716 21:48:08.737499 139718869898752 run.py:722] (val) algo matrix_chain_order step 9550: {'s': 0.9937744140625, 'score': 0.9937744140625, 'examples_seen': 785000, 'step': 9550, 'algorithm': 'matrix_chain_order'}
I0716 21:48:12.424382 139718869898752 run.py:722] (val) algo matrix_chain_order step 9600: {'s': 0.99261474609375, 'score': 0.99261474609375, 'examples_seen': 789059, 'step': 9600, 'algorithm': 'matrix_chain_order'}
I0716 21:48:16.285629 139718869898752 run.py:722] (val) algo matrix_chain_order step 9650: {'s': 0.9937744140625, 'score': 0.9937744140625, 'examples_seen': 793114, 'step': 9650, 'algorithm': 'matrix_chain_order'}
I0716 21:48:20.083154 139718869898752 run.py:722] (val) algo matrix_chain_order step 9700: {'s': 0.98602294921875, 'score': 0.98602294921875, 'examples_seen': 797161, 'step': 9700, 'algorithm': 'matrix_chain_order'}
I0716 21:48:23.809876 139718869898752 run.py:722] (val) algo matrix_chain_order step 9750: {'s': 0.9931640625, 'score': 0.9931640625, 'examples_seen': 801440, 'step': 9750, 'algorithm': 'matrix_chain_order'}
I0716 21:48:27.583199 139718869898752 run.py:722] (val) algo matrix_chain_order step 9800: {'s': 0.995361328125, 'score': 0.995361328125, 'examples_seen': 805599, 'step': 9800, 'algorithm': 'matrix_chain_order'}
I0716 21:48:31.288281 139718869898752 run.py:722] (val) algo matrix_chain_order step 9850: {'s': 0.9923095703125, 'score': 0.9923095703125, 'examples_seen': 809693, 'step': 9850, 'algorithm': 'matrix_chain_order'}
I0716 21:48:35.017858 139718869898752 run.py:722] (val) algo matrix_chain_order step 9900: {'s': 0.9912109375, 'score': 0.9912109375, 'examples_seen': 813773, 'step': 9900, 'algorithm': 'matrix_chain_order'}
I0716 21:48:38.846123 139718869898752 run.py:722] (val) algo matrix_chain_order step 9950: {'s': 0.9840087890625, 'score': 0.9840087890625, 'examples_seen': 817821, 'step': 9950, 'algorithm': 'matrix_chain_order'}
I0716 21:48:42.476165 139718869898752 run.py:752] Restoring best model from checkpoint...
I0716 21:48:54.705409 139718869898752 run.py:767] (test) algo matrix_chain_order : {'s': 0.9265365600585938, 'score': 0.9265365600585938, 'examples_seen': 821852, 'step': 10000, 'algorithm': 'matrix_chain_order'}
I0716 21:48:54.705593 139718869898752 run.py:769] Done!
